시군명,업종구분명,시설명,교습과정명,전화번호,소재지우편번호,소재지지번주소,소재지도로명주소,WGS84위도,WGS84경도 
남양주시,학원,BOBI영어학원,입시.검정 및 보습,,12112,경기도 남양주시 별내동 1019-1번지 은가비 401~402호,"경기도 남양주시 별내중앙로 53 , 401~402호 (별내동, 은가비)",37.6470563339,127.1235062717
남양주시,교습소,아주특별한음악시간음악교습소,예능,070-7533-2252,12097,경기도 남양주시 별내동 848-1번지 1층 101호 좌측,"경기도 남양주시 덕송2로6번길 6 , 1층 101호 좌측 (별내동)",37.6654239961,127.1146375274
남양주시,교습소,그라바아트클래스미술교습소,예능,,12195,경기도 남양주시 화도읍 창현리 676-7번지 1층,"경기도 남양주시 화도읍 수레로 1162 , 1층  (화도읍)",37.6409589928,127.3036695535
남양주시,학원,남양주nny실용음악학원,예능(대),031-572-0437,12055,"경기도 남양주시 진접읍 금곡리 973-3번지 세경프라자 602호, 603호","경기도 남양주시 진접읍 해밀예당3로 126 , 602호, 603호(세경프라자) (진접읍)",37.7207967338,127.1961508761
남양주시,학원,손예지색소폰학원,예능(대),,12205,경기도 남양주시 와부읍 덕소리 462-50번지 세양아르비채리버 209호,"경기도 남양주시 와부읍 덕소로 73 , 209호 (와부읍, 세양아르비채리버)",37.5873377712,127.2114868177
남양주시,학원,별내리드앤톡영어학원,입시.검정 및 보습,031-822-8867,12080,경기도 남양주시 별내면 청학리 395-1번지 청송빌딩 2층일부,"경기도 남양주시 별내면 청학로92번길 35-6 , 2층일부 (별내면, 청송빌딩)",37.7113923314,127.1175196041
남양주시,학원,안쌤수학학원,입시.검정 및 보습,,12248,경기도 남양주시 다산동 6079번지 204호,"경기도 남양주시 다산순환로 118-83 , 204호 (다산동)",37.6205241222,127.1479238738
남양주시,학원,웅진씽크빅학습센터덕소학원,입시.검정 및 보습,,12209,경기도 남양주시 와부읍 덕소리 144번지 4층 일부,"경기도 남양주시 와부읍 덕소로97번길 61 , 4층일부 (와부읍)",37.5880213151,127.2183368694
남양주시,학원,가온누리셀파우등생교실학원,입시.검정 및 보습,,12036,경기도 남양주시 오남읍 양지리 102-1번지 2층 일부,"경기도 남양주시 오남읍 진건오남로808번길 4 , 2층 일부 (오남읍)",37.6988572985,127.2028197294
남양주시,학원,호평점와와학습코칭학원,입시.검정 및 보습,,12145,경기도 남양주시 호평동 617-3번지 테마프라자 205호,"경기도 남양주시 늘을3로 65-6 , 205호 (호평동, 테마프라자)",37.6597264793,127.2476121031
남양주시,학원,레드엠수학학원,입시.검정 및 보습,031-571-4416,12055,"경기도 남양주시 진접읍 금곡리 973번지 진접프라자 403호, 603호","경기도 남양주시 진접읍 해밀예당3로 134 , 403호, 603호 (진접읍, 진접프라자)",37.7212275522,127.1954456019
남양주시,교습소,시그마개념수리수학교습소,보통교과,,12123,경기도 남양주시 퇴계원읍 퇴계원리 221번지 강남아파트 상가동 가동 201호,"경기도 남양주시 퇴계원면 도제원로 19 , 강남아파트상가동 가동 201 (퇴계원면,강남아파트보육시설)",37.6503021209,127.1441444241
남양주시,학원,폴수학학원,입시.검정 및 보습,031-528-4689,12055,경기도 남양주시 진접읍 금곡리 974-1번지 304호504호,"경기도 남양주시 진접읍 해밀예당3로 116 , 304호504호 (진접읍)",37.7200238470,127.1970277386
남양주시,학원,어린음악대별빛원음악학원,예능(대),,12249,"경기도 남양주시 다산동 6124-3번지 401호, 402호","경기도 남양주시 다산중앙로82번길 84 , 401호, 402호 (다산동)",37.6197235237,127.1639278005
남양주시,교습소,와와영어교습소,보통교과,,12185,"경기도 남양주시 화도읍 창현리 745번지 창현두산아파트 주상가동 201호, 202호","경기도 남양주시 화도읍 수레로 1234-17 , 201호, 202호 (화도읍,창현두산아파트주상가동)",37.6476827384,127.3035044902
남양주시,교습소,흑곰수학교습소,보습,,12248,경기도 남양주시 다산동 6089-3번지 다산진건지구 업무1-4 407-2호,"경기도 남양주시 다산중앙로 109 , 407-2호 (다산동, 다산진건지구 업무1-4)",37.6229380335,127.1534425242
남양주시,학원,서밋보습학원,입시.검정 및 보습,,12097,경기도 남양주시 별내동 826-6번지 불암타워 503호,"경기도 남양주시 별내3로 326 , 503호(별내동, 불암타워) (별내동)",37.6665237111,127.1174324883
남양주시,학원,스터디라인덕소지점프리미엄독서실,독서실,031-576-6688,12207,"경기도 남양주시 와부읍 덕소리 177-20번지 402호, 403호","경기도 남양주시 와부읍 수레로 88 , 402호, 403호 (와부읍)",37.5912782074,127.2196045755
남양주시,학원,아인슈타인학원,입시.검정 및 보습,,12014,경기도 남양주시 진접읍 장현리 643-20번지 3층 일부,"경기도 남양주시 진접읍 장현로 71 ,  3층 일부 (진접읍)",37.7172139522,127.1808024915
남양주시,교습소,한라비발디피아노교습소,예능,031-592-9901,12146,경기도 남양주시 호평동 678번지 호평마을한라비발디 상가 2층 206호,"경기도 남양주시 늘을1로 270 상가 2층 206호(호평동,호평마을한라비발디)",37.6569195677,127.2543785925
남양주시,교습소,완두콩미술교습소,예능,,12207,경기도 남양주시 와부읍 덕소리 251-4번지 동부프라자 104호,"경기도 남양주시 와부읍 수레로 88-17 , 104호 (와부읍, 동부프라자)",37.5916590811,127.2205772955
남양주시,학원,아낌없이주는학원,입시.검정 및 보습,,12097,경기도 남양주시 별내동 829-3번지 1층,"경기도 남양주시 덕송2로10번길 15-72 , 1층 (별내동)",37.6670763733,127.1155360828
남양주시,교습소,잭인더박스영어교습소,보통교과,,12043,경기도 남양주시 오남읍 오남리 785번지 두산아파트 상가동 202호,"경기도 남양주시 오남읍 진건오남로 781-9 , 202호 (오남읍,두산아파트 상가동)",37.6963294779,127.2047808523
남양주시,학원,제이콥스키즈뮤지컬학원,종합(대),,12248,경기도 남양주시 다산동 6079-2번지 303호,"경기도 남양주시 다산순환로 118-77 , 303호 (다산동)",37.6201016792,127.1483224722
남양주시,학원,아트펠리아미술학원,종합(대),031-577-0663,12205,"경기도 남양주시 와부읍 덕소리 483번지 선플렉스 408, 409호 일부","경기도 남양주시 와부읍 수레로9번길 11 , 408, 409호 일부 (와부읍,선플렉스)",37.5877020631,127.2130258444
남양주시,학원,예술의악당음악학원,예능(대),031-577-3156,12273,"경기도 남양주시 와부읍 도곡리 985번지 덕소두산위브아파트 402호,403호","경기도 남양주시 와부읍 덕소로 180 , 402호,403호 (와부읍, 덕소두산위브아파트)",37.5800022969,127.2158301587
남양주시,학원,발레리나무용학원,예능(대),031-577-8075,12273,"경기도 남양주시 와부읍 도곡리 985번지 덕소두산위브아파트 상가동 401,414,415호","경기도 남양주시 와부읍 덕소로 180 , (와부읍,덕소두산위브아파트) 상가동 401,414,415호 (와부읍,덕소두산위브아파트)",37.5800022969,127.2158301587
남양주시,교습소,하이영영어교습소,보통교과,,12273,경기도 남양주시 와부읍 도곡리 985번지 덕소두산위브아파트 302호,"경기도 남양주시 와부읍 덕소로 180 , 302호 (와부읍, 덕소두산위브아파트)",37.5800022969,127.2158301587
남양주시,학원,LMPS수학학원,입시.검정 및 보습,,12285,"경기도 남양주시 다산동 6054-3번지 404호, 601~603호","경기도 남양주시 다산중앙로146번길 12-16 , 404호, 601~603호 (다산동)",37.6252047918,127.1549392076
남양주시,학원,서울에듀학원,종합(대),031-595-6161,12226,경기도 남양주시 평내동 604-10번지 우영프라자 4층 405 406호,경기도 남양주시 의안로 121-20   우영프라자 4층 405 406호 (평내동),37.6428483760,127.2370709113
남양주시,학원,와이키즈별내학원,기타(대),,12105,"경기도 남양주시 별내동 934-1번지 502호, 501호 일부","경기도 남양주시 두물로11번길 12-12 , 502호, 501호 일부 (별내동)",37.6562484722,127.1258633248
남양주시,학원,진접열린음악학원,예능(대),031-574-5777,12057,경기도 남양주시 진접읍 금곡리 1076-1번지 해밀메디프라자 402호,"경기도 남양주시 진접읍 해밀예당3로 95 , 402호(해밀메디프라자) ",37.7182120178,127.1969670381
남양주시,학원,뿌리학원,입시.검정 및 보습,,12178,경기도 남양주시 화도읍 녹촌리 10-3번지 3층 일부,"경기도 남양주시 화도읍 경춘로1876번길 3 , 3층 일부 (화도읍)",37.6523769204,127.2971096461
남양주시,교습소,공간을만드는수학교습소,보통교과,,12097,경기도 남양주시 별내동 843-4번지 1층 일부,"경기도 남양주시 덕송2로6번길 28-20 , 1층 일부 (별내동)",37.6656482155,127.1170628108
남양주시,학원,쇼팽피아노학원,예능(대),031-511-8274,12162,경기도 남양주시 화도읍 마석우리 444-1번지 3층,"경기도 남양주시 화도읍 비룡로 100 , 3층 (화도읍)",37.6609051741,127.3033562659
남양주시,교습소,라움바이올린교습소,예능,,12213,경기도 남양주시 와부읍 덕소리 612번지 덕소아이파크 201호,"경기도 남양주시 와부읍 덕소로97번길 80 , 201호 (와부읍, 덕소아이파크)",37.5884044848,127.2202723117
남양주시,학원,아가페피아노음악학원,예능(대),,12105,경기도 남양주시 별내동 931-8번지 정원프라자 501호,"경기도 남양주시 순화궁로 339 , 501호 (별내동, 정원프라자)",37.6570327314,127.1258934011
남양주시,학원,엘리트학원,입시.검정 및 보습,031-827-2258,12084,경기도 남양주시 별내면 청학리 413-2번지 성현빌딩아파트 401호,"경기도 남양주시 별내면 청학로중앙길 5 , 401호 (별내면, 성현빌딩A)",37.7086752468,127.1190424632
남양주시,학원,이레천마보습한률피아노학원,종합(대),031-513-2063,12174,"경기도 남양주시 화도읍 마석우리 588번지 유일프라자 501호 일부, 502호","경기도 남양주시 화도읍 마석로45번길 35 , 501호 일부, 502호 (화도읍, 유일프라자)",37.6548551544,127.3021478341
남양주시,학원,마석요리학원,직업기술,031-595-4431,12176,경기도 남양주시 화도읍 마석우리 220-14번지 3층 전체,"경기도 남양주시 화도읍 마석로 32 , 3층전체 (화도읍)",37.6538441425,127.3066738881
남양주시,교습소,황금나무미술교습소,예능,,12060,경기도 남양주시 진접읍 금곡리 1058번지 102호,"경기도 남양주시 진접읍 해밀예당1로236번길 10-3 , (진접읍) 102호 (진접읍)",37.7199884336,127.2043806225
동두천시,학원,고려대멘토보습학원,입시.검정 및 보습,031-861-1693,11347,경기도 동두천시 지행동 691-3번지 현진에버빌 301~303호,"경기도 동두천시 생연로 8 , 301~303호 (지행동, 현진에버빌)",37.8933502885,127.0489087272
동두천시,학원,리틀팍스어학원,국제화,031-857-0584,11346,경기도 동두천시 지행동 693번지 이담프라자빌딩 501호,"경기도 동두천시 중앙로 132 , 501호 (지행동, 이담프라자빌딩)",37.8932021215,127.0525945829
동두천시,학원,숙명음악학원,예능(대),031-865-6521,11351,경기도 동두천시 송내동 665-9번지 402호,"경기도 동두천시 동두천로 43 , 402호 (송내동)",37.8854444373,127.0532556186
동두천시,교습소,예일피아노교습소,예능,031-867-2081,11305,경기도 동두천시 동두천동 210-12번지,경기도 동두천시 원터강변로17번길 12 ,37.9241808970,127.0529075862
동두천시,학원,비상아이비츠학원,종합(대),031-858-1122,11350,경기도 동두천시 지행동 718번지 메인프라자 701호,"경기도 동두천시 중앙로 112 , 701호 (지행동, 메인프라자)",37.8914712335,127.0524913276
동두천시,학원,동두천간호학원,직업기술,031-867-7664,11350,경기도 동두천시 지행동 718-1번지 두손프라자 702호 일부,"경기도 동두천시 중앙로 116 , 702호 일부 (지행동, 두손프라자)",37.8917687853,127.0525236457
동두천시,학원,정명학원,입시.검정 및 보습,031-866-1024,11350,경기도 동두천시 지행동 721-4번지 송내메가타운 601호,"경기도 동두천시 동두천로 111 , 601호 (지행동, 송내메가타운)",37.8914072829,127.0546412178
동두천시,학원,수학영어아이학원,입시.검정 및 보습,,11350,경기도 동두천시 지행동 718-2번지 성지에스앤비타워 605~606호,"경기도 동두천시 지행로 50, 605~606호 (지행동, 성지에스앤비타워)",37.8920935916,127.0526126648
동두천시,학원,지행간호학원,직업기술,031-866-4250,11346,경기도 동두천시 지행동 695번지 M클리닉센터 6층,"경기도 동두천시 지행로 59 , 6층 (지행동, M클리닉센터)",37.8926929252,127.0537918537
동두천시,학원,서효진음악학원,예능(대),031-865-8007,11357,경기도 동두천시 지행동 275-15번지 주공빌딩 4층,"경기도 동두천시 평화로 2332 , 주공빌딩 4층 (지행동)",37.8957555948,127.0581067471
동두천시,학원,송내엘리트보습제1학원,종합(대),031-859-1135,11346,경기도 동두천시 지행동 693-2번지 생연프라자 601호,"경기도 동두천시 중앙로 126 , 601호 (지행동, 생연프라자)",37.8927783475,127.0525516546
