amsmtFclty,appnNtfcDate,cltrFclty,cnvnncFclty,etcFclty,institutionNm,insttCode,insttNm,latitude,lnmadr,longitude,manageNo,mvmFclty,parkAr,parkNm,parkSe,phoneNumber,rdnmadr,referenceDate
조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.26713882,경기도 수원시 영통구 원천동 549-3,127.058579,41117-00045,,3230,솔빛,어린이공원,031-5191-8331,,2026-01-15
휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,3740000,경기도 수원시,37.26024933,경기도 수원시 권선구 호매실동 1392,126.9573769,41113-00130,,5567.8,36호소공원,소공원,031-5191-6195,,2026-01-15
휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,3740000,경기도 수원시,37.26390643,경기도 수원시 권선구 서둔동 382,126.9952846,41113-00131,,1479.3,51호소공원,소공원,031-5191-6195,,2026-01-15
휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,3740000,경기도 수원시,37.26193815,경기도 수원시 권선구 평동 20-10,126.9971396,41113-00132,,574,54호소공원,소공원,031-5191-6195,,2026-01-15
휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,3740000,경기도 수원시,37.26288088,경기도 수원시 권선구 평동 177,126.9995543,41113-00133,,1000,55호소공원,소공원,031-5191-6195,,2026-01-15
휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,3740000,경기도 수원시,37.27250154,경기도 수원시 권선구 금곡동 1090,126.9422387,41113-00134,,339.6,62호소공원,소공원,031-5191-6195,,2026-01-15
휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,3740000,경기도 수원시,37.26852636,경기도 수원시 권선구 호매실동 1347,126.9435554,41113-00135,,515,63호소공원,소공원,031-5191-6195,,2026-01-15
휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,3740000,경기도 수원시,37.271198,경기도 수원시 권선구 금곡동 1136-2,126.9581708,41113-00136,,1051.3,64호소공원,소공원,031-5191-6195,,2026-01-15
휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,3740000,경기도 수원시,37.2616459,경기도 수원시 권선구 세류동 1273,127.0046637,41113-00137,,1478.7,64호소공원,소공원,031-5191-6195,,2026-01-15
휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,3740000,경기도 수원시,37.23644472,경기도 수원시 권선구 권선동 1352-65,127.023442,41113-00138,,489,69호소공원,소공원,031-5191-6195,,2026-01-15
휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,3740000,경기도 수원시,37.23678921,경기도 수원시 권선구 권선동 1354-67,127.0232309,41113-00139,,477.9,70호소공원,소공원,031-5191-6195,,2026-01-15
휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,3740000,경기도 수원시,37.24035116,경기도 수원시 권선구 권선동 1345-69,127.0201012,41113-00140,,523.2,71호소공원,소공원,031-5191-6195,,2026-01-15
휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,3740000,경기도 수원시,37.2701613,경기도 수원시 권선구 서둔동 9-31,126.9936072,41113-00141,,2573,80호소공원,소공원,031-5191-6195,,2026-01-15
휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,3740000,경기도 수원시,37.26987871,경기도 수원시 권선구 서둔동 9-51,126.9943135,41113-00142,,1528,81호소공원,소공원,031-5191-6195,,2026-01-15
휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,3740000,경기도 수원시,37.26443377,경기도 수원시 권선구 서둔동 323-6,126.9948411,41113-00143,,1686.5,50호소공원,소공원,031-5191-6195,,2026-01-15
휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,3740000,경기도 수원시,37.26559631,경기도 수원시 권선구 서둔동 327,126.9943438,41113-00144,,716.2,52호소공원,소공원,031-5191-6195,,2026-01-15
휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,3740000,경기도 수원시,37.26581247,경기도 수원시 권선구 서둔동 321-4,126.9948279,41113-00145,,579.7,53호소공원,소공원,031-5191-6195,,2026-01-15
휴게쉼터,,,,,경기도 수원시 팔달구 녹지공원과,3740000,경기도 수원시,37.28391618,경기도 수원시 팔달구 화서동 767,126.9944429,41115-00040,,1603.5,16호소공원,소공원,031-5191-7043,,2026-01-15
휴게쉼터,,,,,경기도 수원시 화성사업소 문화유산시설과,3740000,경기도 수원시,37.28304593,경기도 수원시 팔달구 남수동 11-515,127.0217246,41115-00041,,928,49호소공원,소공원,031-5191-4473,,2026-01-15
휴게쉼터,,,,,경기도 수원시 화성사업소 문화유산시설과,3740000,경기도 수원시,37.28344168,,127.0048542,41115-00042,,347,66호소공원,소공원,031-5191-4473,경기도 수원시 팔달구 팔달로165번길 34-2,2026-01-15
휴게쉼터,,,,,경기도 수원시 팔달구 녹지공원과,3740000,경기도 수원시,37.28609837,경기도 수원시 팔달구 북수동 69,127.0162903,41115-00043,,439,67호소공원,소공원,031-5191-7043,경기도 수원시 팔달구 화서문로 75,2026-01-15
휴게쉼터,,,,,경기도 수원시 화성사업소 문화유산시설과,3740000,경기도 수원시,37.28273023,경기도 수원시 팔달구 지동 273-9,127.0240013,41115-00044,,140,73호소공원,소공원,031-5191-4473,경기도 수원시 팔달구 팔달문로 57번길 79,2026-01-15
휴게쉼터,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.26554796,경기도 수원시 영통구 영통동 1167,127.0759126,41117-00086,,1459.4,영덕소공원,소공원,031-5191-8331,,2026-01-15
휴게쉼터,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.23940506,경기도 수원시 영통구 망포동 478,127.0636435,41117-00087,,1279,10호소공원,소공원,031-5191-8331,,2026-01-15
휴게쉼터,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.24431656,경기도 수원시 영통구 영통동 1157,127.0622548,41117-00088,,1134.7,17호소공원,소공원,031-5191-8331,,2026-01-15
휴게쉼터,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.24371555,경기도 수원시 영통구 망포동 434,127.0630328,41117-00089,,512.7,19호소공원,소공원,031-5191-8331,,2026-01-15
휴게쉼터,,,,,경기도 수원시 장안구 녹지공원과,3740000,경기도 수원시,37.29744098,경기도 수원시 장안구 정자동 836-5,126.9981817,41111-00058,,3482,60호소공원,소공원,031-5191-5995,,2026-01-15
휴게쉼터,,,,,경기도 수원시 장안구 녹지공원과,3740000,경기도 수원시,37.299249,경기도 수원시 장안구 송죽동 346-6,127.0034947,41111-00059,,971.3,61호소공원,소공원,031-5191-5995,경기도 수원시 장안구 정조로 1053번길 36,2026-01-15
물놀이시설1,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.29786649,경기도 수원시 영통구 이의동 1273-1,127.0436077,41117-00082,,2104.7,고래등,어린이공원,031-5191-8331,,2026-01-15
조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.28887163,경기도 수원시 영통구 이의동 1345,127.0485014,41117-00083,,2185.1,틴틴,어린이공원,031-5191-8331,,2026-01-15
조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.24783014,경기도 수원시 영통구 신동 927-2,127.0429386,41117-00084,,1527,동그라미,어린이공원,031-5191-8331,,2026-01-15
조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.24660746,경기도 수원시 영통구 신동969,127.0418114,41117-00085,,1683,물빛,어린이공원,031-5191-8331,,2026-01-15
휴게쉼터,,,,,경기도 수원시 장안구 녹지공원과,3740000,경기도 수원시,37.29823745,경기도 수원시 장안구 율전동 604,126.9667016,41111-00054,,674.7,9호소공원,소공원,031-5191-5995,,2026-01-15
휴게쉼터,,,,,경기도 수원시 장안구 녹지공원과,3740000,경기도 수원시,37.30768169,경기도 수원시 장안구 조원동 912-2,127.0113154,41111-00055,,3071,송원공원,소공원,031-5191-5995,,2026-01-15
휴게쉼터,,,,,경기도 수원시 장안구 녹지공원과,3740000,경기도 수원시,37.3142763,경기도 수원시 장안구 이목동 850,126.9862086,41111-00056,,2817,39호소공원,소공원,031-5191-5995,,2026-01-15
조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.24372795,경기도 수원시 영통구 망포동 719,127.0608294,41117-00071,,1743.1,당암,어린이공원,031-5191-8331,,2026-01-15
조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.24148487,경기도 수원시 영통구 망포동 500-6,127.0632755,41117-00072,,1612,우주,어린이공원,031-5191-8331,,2026-01-15
조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.24084216,경기도 수원시 영통구 망포동 713,127.0654118,41117-00073,,1990.7,숲속부엉이,어린이공원,031-5191-8331,,2026-01-15
조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.2447432,경기도 수원시 영통구 망포동 721,127.0558023,41117-00074,,1932.3,망포,어린이공원,031-5191-8331,,2026-01-15
조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.26491233,경기도 수원시 영통구 영통동 948-4,127.0813304,41117-00046,다목적구장(농구),3824.7,해오름,어린이공원,031-5191-8331,경기도 수원시 영통구 영통로 514번길 53,2026-01-15
조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.26663771,경기도 수원시 영통구 영통동 1053-2,127.0830516,41117-00047,다목적구장(농구),4220.7,달래,어린이공원,031-5191-8331,경기도 수원시 영통구 봉영로 1744번길 11,2026-01-15
,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.26185806,경기도 수원시 영통구 영통동 955-3,127.0781262,41117-00048,다목적구장(농구),4969.3,미로,어린이공원,031-5191-8331,경기도 수원시 영통구 청명북로 118,2026-01-15
조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.26276871,경기도 수원시 영통구 영통동 1052-4,127.084262,41117-00049,다목적구장,4865.2,달님,어린이공원,031-5191-8331,,2026-01-15
조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.25905057,경기도 수원시 영통구 영통동 957-2,127.0739487,41117-00050,다목적구장,5019.3,푸른,어린이공원,031-5191-8331,경기도 수원시 영통구 영통로 438,2026-01-15
조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.25601981,경기도 수원시 영통구 영통동 1047-3,127.0766658,41117-00051,,6083.3,단오,어린이공원,031-5191-8331,,2026-01-15
조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.25175741,경기도 수원시 영통구 영통동 1031,127.0800835,41117-00052,,2641.1,수정,어린이공원,031-5191-8331,경기도 수원시 영통구 청명로 59번길 7-16,2026-01-15
조합놀이대1,,,노인정1,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.24911008,경기도 수원시 영통구 영통동 1017,127.0774793,41117-00053,,2087.9,으뜸,어린이공원,031-5191-8331,경기도 수원시 영통구 매영로 421-7,2026-01-15
조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.24851981,경기도 수원시 영통구 영통동 988-2,127.0696446,41117-00054,다목적구장(농구)1,8360.4,풀잎,어린이공원,031-5191-8331,경기도 수원시 영통구 봉영로 1526,2026-01-15
조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.24813812,경기도 수원시 영통구 영통동 970-2,127.0671583,41117-00055,다목적구장(농구)1,6947.2,보리수,어린이공원,031-5191-8331,,2026-01-15
조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.25302259,경기도 수원시 영통구 영통동 964-3,127.0647227,41117-00056,다목적구장(농구)1,4968.3,솔찬,어린이공원,031-5191-8331,,2026-01-15
조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.24989846,경기도 수원시 영통구 영통동 967-4,127.0660942,41117-00057,다목적구장(농구+풋살)2,6968.8,박지성,어린이공원,031-5191-8331,경기도 수원시 영통구 봉영로 1517번길 40,2026-01-15
조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.24923873,경기도 수원시 영통구 영통동 972-4,127.0608564,41117-00058,다목적구장(농구+게이트볼)2,5919.7,한울,어린이공원,031-5191-8331,,2026-01-15
조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.24536018,경기도 수원시 영통구 영통동 987,127.0685793,41117-00059,다목적구장(농구)1,1781.4,미리내,어린이공원,031-5191-8331,,2026-01-15
조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.2625946,경기도 수원시 영통구 영통동 1245,127.0477359,41117-00060,,1634.4,푸름,어린이공원,031-5191-8331,,2026-01-15
조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.26020972,경기도 수원시 영통구 매탄동 1259,127.046066,41117-00061,다목적구장(농구)1,2025.7,매화,어린이공원,031-5191-8331,,2026-01-15
조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.25833791,경기도 수원시 영통구 매탄동 1274,127.0430012,41117-00062,다목적구장(농구)1,2312.2,매여울,어린이공원,031-5191-8331,경기도 수원시 영통구 매탄로 82,2026-01-15
조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.25515484,경기도 수원시 영통구 매탄동 1283,127.0422868,41117-00063,다목적구장(농구)1,1957,풀샘,어린이공원,031-5191-8331,,2026-01-15
조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.25500972,경기도 수원시 영통구 매탄동 1282,127.0415066,41117-00064,조합놀이대1+ 휴게쉼터,2135.6,그린나래,어린이공원,031-5191-8331,경기도 수원시 영통구 동탄원천로881번길 35,2026-01-15
조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.24182751,경기도 수원시 영통구 망포동 296-17,127.0536129,41117-00065,조합놀이대1+ 휴게쉼터,1975,샘말,어린이공원,031-5191-8331,,2026-01-15
조합놀이대,2011-08-18,,평의자,종합안내판,경상북도 구미시청,5080000,경상북도 구미시,36.129934,경상북도 구미시 원평동 1134,128.3371172,47190-00149,,2284,아이파크더삽공원,어린이공원,054-480-5572,,2026-04-02
물놀이시설1,,,화장실1,,경기도 수원시 영통구 녹지공원과,3740000,경기도 수원시,37.24867774,경기도 수원시 영통구 영통동 969-2,127.0618933,41117-00009,농구장1+배드민턴장1+족구장1,13502.4,벽적골,근린공원,031-5191-8331,경기도 수원시 영통구 덕영대로 1555번길 60,2026-01-15
